1e-05	1.4044567979619777e-16
1.0115911122238297e-05	1.3645817468195715e-16
1.0233165783302449e-05	1.3258390840224582e-16
1.0351779556301762e-05	1.2881966500893013e-16
1.0471768194855202e-05	1.2516231988673942e-16
1.05931476351837e-05	1.2160883715941052e-16
1.0715933998226711e-05	1.181562671694978e-16
1.084014359178331e-05	1.1480174402975632e-16
1.09657929126781e-05	1.115424832440664e-16
1.1092898648952227e-05	1.0837577939592364e-16
1.1221477682079803e-05	1.0529900390257609e-16
1.1351547089209991e-05	1.0230960283294379e-16
1.148312414543511e-05	9.94050947875098e-17
1.1616226326085018e-05	9.658306883842212e-17
1.1750871309048075e-05	9.384118252809695e-17
1.1887076977119033e-05	9.117715992466186e-17
1.2024861420374123e-05	8.858878973262388e-17
1.216424293857368e-05	8.607392345719524e-17
1.2305240043592616e-05	8.363047362075245e-17
1.2447871461879062e-05	8.125641202994763e-17
1.259215613694151e-05	7.894976809203276e-17
1.2738113231864785e-05	7.670862717900283e-17
1.288576213185518e-05	7.453112903819963e-17
1.3035122446815089e-05	7.241546624804766e-17
1.3186214013947486e-05	7.035988271763782e-17
1.3339056900390587e-05	6.836267222894855e-17
1.3493671405883065e-05	6.642217702050113e-17
1.3650078065460137e-05	6.453678641114732e-17
1.3808297652180924e-05	6.270493546281847e-17
1.3968351179887397e-05	6.092510368159116e-17
1.4130259905995336e-05	5.919581375608803e-17
1.4294045334317611e-05	5.751563033047233e-17
1.4459729217920196e-05	5.588315881066669e-17
1.4627333562011299e-05	5.4297044208994636e-17
1.4796880626863964e-05	5.2755970027538917e-17
1.4968392930772556e-05	5.1258657156691994e-17
1.514189325304352e-05	4.980386278349876e-17
1.53174046370208e-05	4.8390379391394873e-17
1.5494950393146317e-05	4.701703386656154e-17
1.567455410205595e-05	4.568268640887606e-17
1.5856239617711373e-05	4.438622918917176e-17
1.60400310705682e-05	4.312658585176714e-17
1.622595287078087e-05	4.1902712066828476e-17
1.6414029711444665e-05	4.071359311663428e-17
1.6604286571875295e-05	3.955823778111878e-17
1.6796748720926532e-05	3.843568318256618e-17
1.699144172034626e-05	3.7345013210155825e-17
1.7188391428171457e-05	3.6285336992095525e-17
1.7387624002162504e-05	3.5255718062620564e-17
1.7589165903277326e-05	3.425524967700413e-17
1.7793043899185774e-05	3.328330962826628e-17
1.7999285067824765e-05	3.2339280950743766e-17
1.8207916800994626e-05	3.1421619529516884e-17
1.841896680799711e-05	3.0528874312699253e-17
1.86324631193156e-05	2.966308357009928e-17
1.8848434090337955e-05	2.8826356970010427e-17
1.906690840512252e-05	2.801052929246394e-17
1.928791508020778e-05	2.7206047091322207e-17
1.9511483468466165e-05	2.6424556225678545e-17
1.9737643263002554e-05	2.5682677563329742e-17
1.9966424501097934e-05	2.49689592644121e-17
2.0197857568198782e-05	2.4263353243585977e-17
2.0431973201952705e-05	2.3569607134964357e-17
2.066880249629082e-05	2.2899660577538488e-17
2.09083769055575e-05	2.225162199659225e-17
2.1150728248687946e-05	2.1618782042034312e-17
2.1395888713434215e-05	2.1001840308159925e-17
2.1643890860640203e-05	2.0404274080153222e-17
2.189476762856621e-05	1.982710305577079e-17
2.2148552337263592e-05	1.9269634538635304e-17
2.2405278693000182e-05	1.8726509874335288e-17
2.266498079273693e-05	1.8191856546173542e-17
2.2927693128656486e-05	1.7669374310483865e-17
2.3193450592744275e-05	1.7165747597563194e-17
2.3462288481422625e-05	1.6681133910627192e-17
2.3734242500238664e-05	1.621279688315984e-17
2.4009348768606518e-05	1.5756742853057398e-17
2.4287643824604506e-05	1.5309313163120147e-17
2.4569164629827902e-05	1.487233850274859e-17
2.4853948574297985e-05	1.4449334495200646e-17
2.5142033481427965e-05	1.4040049164157688e-17
2.543345761304648e-05	1.3642729991531495e-17
2.5728259674479322e-05	1.325594755333824e-17
2.6026478819690045e-05	1.2878764222363984e-17
2.63281546564802e-05	1.2512529187385318e-17
2.6633327251749808e-05	1.215895246030664e-17
2.694203713681882e-05	1.1816024050306643e-17
2.725432531281028e-05	1.1480804185231046e-17
2.7570233256095827e-05	1.1154105306020882e-17
2.7889802923804396e-05	1.0837835020958873e-17
2.8213076759394707e-05	1.0531128272188163e-17
2.8540097698292376e-05	1.0232335242042864e-17
2.8870909173592348e-05	9.941972185514838e-18
2.9205555121827452e-05	9.66107002095789e-18
2.95440799888038e-05	9.388334582069809e-18
2.9886528735503827e-05	9.121944142731874e-18
3.0232946844057763e-05	8.862637627698117e-18
3.0583380323784315e-05	8.611842125213405e-18
3.0937875717301366e-05	8.368869575666443e-18
3.12964801067075e-05	8.132341059649763e-18
3.165924111983521e-05	7.901796075078759e-18
3.2026206936576505e-05	7.67723554050845e-18
3.2397426295281954e-05	7.459250128071243e-18
3.277294849923382e-05	7.248432673940045e-18
3.315282342319423e-05	7.04395141899031e-18
3.353710152002929e-05	6.844628728377662e-18
3.392583382740992e-05	6.650590829780654e-18
3.4319071974590426e-05	6.462352863826918e-18
3.4716868189265594e-05	6.279660846698587e-18
3.511927530450728e-05	6.102017999257099e-18
3.552634676578139e-05	5.929273300049086e-18
3.5938136638046256e-05	5.761410709744672e-18
3.6354699612933176e-05	5.598405484350965e-18
3.677609101601031e-05	5.440199273529519e-18
3.720236681413066e-05	5.286542662223822e-18
3.7633583622865324e-05	5.137144390987442e-18
3.806979871402284e-05	4.991890645368523e-18
3.8511070023255685e-05	4.850729807730666e-18
3.895745615775501e-05	4.71356373543265e-18
3.940901640403448e-05	4.580279908719817e-18
3.986581073580439e-05	4.450780499677852e-18
4.032789982193705e-05	4.3249731033667946e-18
4.079534503452449e-05	4.202756748074519e-18
4.1268208457029516e-05	4.084026670939156e-18
4.174655289253135e-05	3.968666554342244e-18
4.223044187206672e-05	3.85656355051854e-18
4.271993966306776e-05	3.74764368892097e-18
4.321511127789762e-05	3.641841368370751e-18
4.371602248248502e-05	3.539046797310965e-18
4.422273980505897e-05	3.439143328878351e-18
4.473533054498463e-05	3.3420647754397997e-18
4.525386278170167e-05	3.2477582453292907e-18
4.577840538376616e-05	3.1561319866484647e-18
4.6309028017997366e-05	3.0670866540838015e-18
4.684580115873045e-05	2.980557149240921e-18
4.738879609717651e-05	2.8964875108149478e-18
4.793808495089107e-05	2.814795174650344e-18
4.8493740673352334e-05	2.735396000319238e-18
4.9055837063650453e-05	2.6582490044807883e-18
4.962444877628913e-05	2.5833230805966533e-18
5.0199651331100794e-05	2.5105486622268374e-18
5.0781521123276707e-05	2.439843897449712e-18
5.137013543351339e-05	2.3711317859448966e-18
5.196557243827657e-05	2.3043432659151723e-18
5.2567911220184194e-05	2.2394395735325848e-18
5.3177231778509664e-05	2.1763895176368575e-18
5.379361503980698e-05	2.115139066225284e-18
5.441714286865888e-05	2.055628106303177e-18
5.5047898078549675e-05	1.9978051553382256e-18
5.5685964442864085e-05	1.9416218943951365e-18
5.633142670601352e-05	1.8870261645882656e-18
5.6984370594691364e-05	1.8339685132017783e-18
5.764488282925873e-05	1.7824193770486354e-18
5.8313051135262185e-05	1.7323514937310822e-18
5.8988964255084936e-05	1.6837075533568903e-18
5.9672711959733106e-05	1.6364260919242725e-18
6.0364385060758635e-05	1.5904788833722975e-18
6.106407542232036e-05	1.5458457818446587e-18
6.177187597338488e-05	1.5024832963266553e-18
6.248788072006888e-05	1.460343076773402e-18
6.321218475812448e-05	1.4193927945766838e-18
